Year Company,Set Name,Player Name,Card Number,Cert ,GRADE,TOTAL,Surface,Corners & Edges,Centering,Creases/Dents,Additional Notes,@GradeImg,@SubImg,@QRcode
2024 Panini,2023-24 Mosaic - NBA Greats,Kareem Abdul-Jabbar - REACTIVE BLUE,#299,448981,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448981.eps
2025 Panini,2024-25 Donruss - Optic - Express Lane,LeBron James,#2,448982,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448982.eps
1994 SkyBox,E-Motion,Michael Jordan,#100,448983,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448983.eps
1997 Upper Deck,Michael Jordan Tribute - Series II - MJ Impressions,Michael Jordan,#MJ50,448984,DEGREE 6,6,2,2,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-6.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2211.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448984.eps
2009 Upper Deck,Michael Jordan Legacy Collection,Michael Jordan,#14,448985,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448985.eps
2024 Topps,2024 Bowman - Prospects - 1st Bowman - 45/75,Luis Baez - YELLOW,#BP-66,448986,DEGREE 9,9,3,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3231.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448986.eps
2024 Panini,2024 Donruss - Bomb Squad!,Sammy Sosa,#18,448987,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448987.eps
2023 Topps,2023 Finest - Rookies Design Autographs - RC - AUTO - 127/150,Gabriel Moreno - BLUE,#RDA-GM,448988,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448988.eps
2024 Panini,2024 Prizm - Portals - RC,Rome Odunze - GREEN,#9,448989,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448989.eps
2024 Panini,2023 Prizm - RC,Puka Nacua - LAZER,#357,448990,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448990.eps
2024 Panini,2023-24 Select - Premier,Shai Gilgeous-Alexander - BLUE CRACKED ICE,#144,448991,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448991.eps
2021 Panini,2020 Select - Premier Level,Jason Witten - DIE-CUT - LIGHT BLUE,#138,448992,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448992.eps
2025 Panini,2025 Donruss - Rookie Gridiron Kings,Jaxson Dart,#RGK-JDT,448993,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448993.eps
2025 Panini,2025 Donruss - Elite - Title Waves,Peyton Manning - GREEN,#8,448994,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448994.eps
2024 Panini,2024 Prizm - Draft Picks - 073/299,Aaron Rodgers - RED,#72,448995,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448995.eps
2023 Panini,2022 Donruss - Optic - Rated Rookie,"Ahmad ""Sauce"" Gardner - STARS",#228,448996,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448996.eps
2024 Panini,2024 Donruss - Galaxy of Stars,Justin Herbert,#GOS-JHE,448997,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448997.eps
2024 Panini,2023 Prizm - RC,Puka Nacua - PINK,#357,448998,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448998.eps
2025 Panini,2025 Donruss - Optic Rated Rookie Preview,Travis Hunter - RED PANDORA,#301,448999,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448999.eps
2025 Panini,2025 Donruss - Optic Rated Rookie Preview,Travis Hunter - RED PANDORA,#301,449000,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449000.eps
2025 Panini,2025 The National - Gold VIP Pack - 13/45,John Elway - HELLO SPARKLE,#35,449001,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449001.eps
2025 Panini,2025 Mosaic - RC,Shedeur Sanders - RED & WHITE STRIPE,#302,449002,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449002.eps
2025 Panini,2025 Mosaic,Justin Jefferson - GREEN,#19,449003,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449003.eps
2025 Panini,2025 Mosaic - Elevate,Ja'Marr Chase - ORANGE FLUORESCENT,#14,449004,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449004.eps
2025 Panini,2025 Mosaic - RC,Ashton Jeanty - GREEN,#345,449005,DEGREE 7,7,2,3,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2311.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449005.eps
2025 Panini,2025 Mosaic - Touchdown Masters,Jahmyr Gibbs - GREEN,#6,449006,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449006.eps
2025 Panini,2025 Mosaic - Elevate,Justin Jefferson - ORANGE FLUORESCENT,#13,449007,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449007.eps
2025 Panini,2025 Mosaic - Visionary,Matthew Stafford,#13,449008,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449008.eps
2025 Panini,2025 Mosaic - International Games,Caleb Williams - HONEYCOMB,#253,449009,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449009.eps
2025 Panini,2025 Mosaic - Variation - RC,Cam Ward - MOSAIC,#272,449010,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449010.eps
2025 Panini,2025 Mosaic - Notoriety - RC,Jaxson Dart - ORANGE FLUORESCENT,#11,449011,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449011.eps
2025 Panini,2025 Mosaic - Notoriety,CeeDee Lamb - ORANGE FLUORESCENT,#8,449012,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449012.eps
2025 Panini,2025 Mosaic - Notoriety - RC,Colston Loveland - ORANGE FLUORESCENT,#24,449013,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449013.eps
2025 Panini,2025 Mosaic - Touchdown Masters,Drake Maye - MOSAIC,#9,449014,DEGREE 8,8,3,3,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3311.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449014.eps
2025 Panini,2025 Mosaic - Touchdown Masters,Caleb Williams - GREEN,#13,449015,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449015.eps
2025 Panini,2025 Mosaic - Touchdown Masters,Justin Jefferson - ORANGE FLUORESCENT,#4,449016,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449016.eps
2025 Panini,2025 Mosaic - Touchdown Masters,Joe Burrow - ORANGE FLUORESCENT,#3,449017,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449017.eps
2025 Panini,2025 Mosaic - Touchdown Masters,Jordan Love - ORANGE FLUORESCENT,#15,449018,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449018.eps
2025 Panini,2025 Mosaic - Touchdown Masters,Calvin Johnson - ORANGE FLUORESCENT,#16,449019,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449019.eps
2025 Panini,2025 Mosaic,J.J. McCarthy - MOSAIC,#195,449020,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449020.eps
2025 Panini,2025 Mosaic - Notoriety,Derrick Henry - ORANGE FLUORESCENT,#4,449021,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449021.eps
2025 Panini,2025 Mosaic - Notoriety - RC,Emeka Egbuka - GREEN,#16,449022,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00449022.eps
2025 Pokemon,S&V - Destined Rivals,Team Rocket's Raticate - FA - SECRET,#202,451446,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451446.eps
2023 Pokemon Chinese,S&M - Eevee GX Gift Box,Eevee GX - FA,#008,451447,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451447.eps
2023 Pokemon Chinese,S&M - Eevee GX Gift Box,Sylveon GX - FA,#005,451448,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451448.eps
2019 Pokemon,S&M - Hidden Fates - Shiny Vault,Umbreon GX - FA,#SV69,451449,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451449.eps
2022 Pokemon,SWSH - Brilliant Stars - Trainer Gallery,Vaporeon - FA,#TG02,451450,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451450.eps
2022 Pokemon,SWSH - Brilliant Stars - Trainer Gallery,Flareon - FA,#TG01,451451,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451451.eps
2022 Pokemon,SWSH - Brilliant Stars - Trainer Gallery,Jolteon - FA,#TG04,451452,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451452.eps
2022 Pokemon,SWSH - Brilliant Stars - Trainer Gallery,Eevee - FA,#TG11,451453,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451453.eps
2021 Pokemon Korean,SWSH - Eevee Heroes,Leafeon V - FA - SECRET,#071,451454,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451454.eps
2000 Pokemon,Black Star Promo,Eevee - HOLO,#11,451455,DEGREE 8,8,2,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2231.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451455.eps
2021 Pokemon,SWSH Black Star Promo,Jolteon VMAX - FA,#SWSH184,451456,DEGREE 6,6,2,2,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-6.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2211.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451456.eps
2025 Pokemon,S&V - Prismatic Evolutions,Eevee - MASTER BALL HOLO,#74,451457,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451457.eps
2023 Pokemon Japanese,Scarlet & Violet Promo,Flareon - REVERSE HOLO,#065,451458,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451458.eps
2023 Pokemon Japanese,Scarlet & Violet Promo,Leafeon - REVERSE HOLO,#068,451459,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451459.eps
2023 Pokemon Japanese,Scarlet & Violet Promo,Sylveon - REVERSE HOLO,#070,451460,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451460.eps
2025 Pokemon,S&V - Prismatic Evolutions,Umbreon - COSMOS HOLO,#59,451461,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451461.eps
2016 Pokemon,XY - Generations - Radiant Collection,Sylveon EX - FA,#RC32,451462,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451462.eps
2024 Pokemon Japanese,S&V - Terastal Festival ex,Umbreon ex - FA - SECRET,#217,451463,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451463.eps
2024 Pokemon Japanese,S&V - Terastal Festival ex,Eevee ex - FA - SECRET,#223,451464,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451464.eps
